Time,Volt_In
3035463,2978
3035464,3026
3035465,3006
3035465,2930
3035466,2794
3035467,2592
3035468,2351
3035469,2100
3035470,1834
3035470,1581
3035471,1361
3035472,1203
3035473,1079
3035474,1024
3035475,1039
3035475,1109
3035476,1256
3035477,1464
3035478,1665
3035479,1925
3035480,2194
3035480,2454
3035481,2664
3035482,2876
3035483,2967
3035484,3017
3035485,3018
3035485,2939
3035486,2798
3035487,2610
3035488,2374
3035489,2128
3035490,1863
3035490,1635
3035491,1412
3035492,1219
3035493,1094
3035494,1037
3035494,1033
3035495,1095
3035496,1234
3035497,1388
3035498,1614
3035499,1874
3035499,2123
3035500,2387
3035501,2594
3035502,2801
3035503,2932
3035504,3016
3035504,3026
3035505,2970
3035506,2847
3035507,2670
3035508,2453
3035509,2197
3035509,1931
3035510,1683
3035511,1468
3035512,1279
3035513,1124
3035513,1047
3035514,1034
3035515,1061
